Month,ProductLine,ProductName,QuantitySold,InvoiceNo
2023-06,Snacks,Potato Chips,109,INV30101
2023-09,Household,Laundry Detergent,33,INV38908
2023-01,Personal Care,Toothpaste,140,INV93188
2024-03,Dairy,Cheddar Cheese,168,INV94830
2023-06,Beverages,Green Tea,56,INV55527
2023-07,Snacks,Granola Bar,49,INV15339
2024-06,Personal Care,Deodorant,54,INV79332
2023-06,Produce,Apples,92,INV58124
2023-06,Bakery,Croissant,140,INV50101
2023-03,Household,Laundry Detergent,27,INV52579
2023-06,Household,Toilet Paper,90,INV44200
2023-11,Snacks,Potato Chips,17,INV76601
2024-05,Bakery,Banana Bread,119,INV77392
2023-12,Produce,Apples,61,INV11130
2024-03,Frozen Foods,Frozen Veggies,184,INV86280
2024-05,Bakery,White Bread,86,INV74386
2024-06,Beverages,Cola,18,INV91908
2023-01,Personal Care,Toothpaste,91,INV70539
2023-10,Household,Dish Soap,95,INV42620
2024-01,Beverages,Orange Juice,43,INV16827
2023-01,Produce,Carrots,69,INV89935
2023-11,Snacks,Granola Bar,73,INV60304
2023-05,Dairy,Butter,116,INV44735
2023-08,Personal Care,Body Lotion,52,INV73516
2023-02,Frozen Foods,Ice Cream,125,INV47099
2023-12,Snacks,Popcorn,69,INV86390
2023-12,Frozen Foods,Frozen Veggies,23,INV56046
2023-01,Dairy,Milk,81,INV57767
2024-06,Beverages,Mineral Water,173,INV83531
2024-06,Snacks,Trail Mix,74,INV10820
2023-11,Beverages,Mineral Water,95,INV96245
2024-05,Household,Toilet Paper,54,INV13652
2023-02,Produce,Spinach,38,INV80288
2024-05,Beverages,Orange Juice,58,INV34880
2024-04,Produce,Apples,108,INV26548
2023-03,Bakery,White Bread,57,INV32425
2024-01,Snacks,Granola Bar,83,INV89804
2023-04,Frozen Foods,Frozen Chicken,188,INV66477
2023-03,Produce,Apples,78,INV95918
2023-03,Snacks,Granola Bar,149,INV29508
2024-03,Household,Laundry Detergent,195,INV42398
2024-05,Frozen Foods,Frozen Pizza,48,INV51846
2023-10,Household,Dish Soap,17,INV61097
2023-05,Dairy,Milk,178,INV20584
2024-01,Produce,Carrots,175,INV36594
2023-09,Produce,Carrots,18,INV77460
2024-01,Bakery,Banana Bread,67,INV13827
2023-11,Household,Dish Soap,60,INV69505
2023-12,Personal Care,Deodorant,103,INV29004
2024-02,Personal Care,Shampoo,46,INV41344
2024-01,Dairy,Butter,115,INV19366
2024-05,Frozen Foods,Ice Cream,176,INV82955
2023-10,Household,Dish Soap,53,INV41952
2023-10,Bakery,Banana Bread,166,INV81707
2023-09,Snacks,Trail Mix,138,INV74663
2023-09,Frozen Foods,Frozen Chicken,187,INV58469
2023-05,Frozen Foods,Frozen Veggies,65,INV41209
2023-03,Dairy,Milk,55,INV58326
2023-07,Frozen Foods,Frozen Chicken,94,INV46735
2023-01,Beverages,Cola,148,INV36997
2024-03,Dairy,Milk,14,INV18633
2024-06,Frozen Foods,Frozen Chicken,167,INV53240
2023-12,Snacks,Trail Mix,74,INV42615
2023-12,Snacks,Granola Bar,46,INV27744
2023-12,Snacks,Granola Bar,71,INV33967
2023-09,Household,Trash Bags,162,INV98579
2023-06,Bakery,Croissant,28,INV74781
2023-03,Snacks,Granola Bar,4,INV62095
2023-04,Household,Toilet Paper,161,INV49515
2023-05,Household,Toilet Paper,129,INV55975
2023-07,Frozen Foods,Ice Cream,6,INV71903
2023-08,Personal Care,Shampoo,56,INV43919
2023-11,Produce,Carrots,79,INV16581
2023-06,Beverages,Mineral Water,70,INV85760
2023-10,Dairy,Cheddar Cheese,33,INV83439
2024-01,Dairy,Milk,67,INV68715
2023-12,Frozen Foods,Ice Cream,120,INV10175
2024-02,Dairy,Cheddar Cheese,164,INV59508
2023-04,Beverages,Green Tea,197,INV27058
2024-01,Dairy,Yogurt,3,INV30604
2023-10,Beverages,Orange Juice,82,INV11017
2024-06,Bakery,White Bread,173,INV79512
2023-11,Household,Trash Bags,191,INV10289
2024-06,Beverages,Green Tea,174,INV85753
2023-03,Produce,Carrots,73,INV36920
2023-11,Personal Care,Body Lotion,46,INV25339
2024-05,Frozen Foods,Ice Cream,13,INV28053
2023-05,Household,Trash Bags,54,INV62880
2024-01,Snacks,Trail Mix,88,INV68973
2023-04,Frozen Foods,Frozen Veggies,97,INV98577
2023-05,Frozen Foods,Frozen Veggies,163,INV51648
2023-03,Produce,Carrots,146,INV30657
2024-06,Snacks,Trail Mix,185,INV35457
2024-03,Bakery,Banana Bread,54,INV59189
2023-06,Beverages,Cola,131,INV79735
2023-10,Beverages,Mineral Water,186,INV98137
2024-04,Produce,Carrots,53,INV55025
2023-02,Snacks,Popcorn,25,INV31666
2023-01,Dairy,Milk,11,INV36742
2024-03,Produce,Spinach,184,INV96898
2024-05,Personal Care,Toothpaste,153,INV45383
2024-06,Bakery,Croissant,150,INV91184
2023-11,Bakery,Bagel,40,INV60280
2023-09,Bakery,Croissant,63,INV11304
2023-11,Frozen Foods,Frozen Veggies,125,INV74069
2024-04,Snacks,Popcorn,149,INV11736
2023-02,Personal Care,Shampoo,97,INV58276
2024-04,Personal Care,Toothpaste,105,INV95643
2023-08,Personal Care,Body Lotion,171,INV93082
2024-03,Household,Laundry Detergent,57,INV32074
2024-04,Beverages,Orange Juice,7,INV98868
2023-05,Bakery,White Bread,185,INV41587
2023-09,Dairy,Yogurt,14,INV26557
2023-05,Frozen Foods,Frozen Veggies,27,INV94675
2024-02,Produce,Carrots,101,INV77896
2023-03,Bakery,Bagel,34,INV69994
2023-08,Beverages,Green Tea,134,INV39452
2023-01,Household,Trash Bags,77,INV65997
2023-06,Bakery,Banana Bread,185,INV97093
2024-03,Produce,Bananas,108,INV73876
2024-02,Personal Care,Body Lotion,21,INV77154
2023-09,Beverages,Cola,45,INV68126
2023-06,Household,Dish Soap,103,INV46119
2024-02,Produce,Bananas,195,INV39276
2024-01,Personal Care,Deodorant,16,INV44144
2023-09,Personal Care,Toothpaste,28,INV11776
2024-01,Beverages,Orange Juice,110,INV68456
2024-04,Produce,Spinach,75,INV37129
2024-06,Dairy,Yogurt,72,INV27657
2024-05,Household,Trash Bags,119,INV94203
2023-10,Household,Dish Soap,26,INV49815
2023-07,Dairy,Yogurt,116,INV46424
2024-05,Personal Care,Body Lotion,36,INV31284
2024-04,Bakery,White Bread,96,INV21087
2023-08,Personal Care,Body Lotion,145,INV43093
2023-11,Snacks,Trail Mix,29,INV62415
2023-10,Snacks,Potato Chips,128,INV83192
2023-08,Bakery,White Bread,128,INV85331
2023-04,Bakery,Croissant,171,INV73823
2023-03,Personal Care,Body Lotion,48,INV84990
2023-10,Frozen Foods,Frozen Veggies,37,INV90174
2024-05,Produce,Carrots,123,INV27793
2023-04,Household,Toilet Paper,187,INV72266
2023-12,Dairy,Yogurt,114,INV85453
2023-12,Bakery,Croissant,72,INV85528
2024-01,Frozen Foods,Frozen Veggies,189,INV10480
2024-04,Snacks,Trail Mix,123,INV93842
2024-02,Personal Care,Deodorant,41,INV56067
2024-03,Beverages,Orange Juice,149,INV39005
2023-10,Frozen Foods,Frozen Veggies,36,INV81253
2024-01,Snacks,Granola Bar,81,INV25595
2024-02,Beverages,Orange Juice,189,INV38190
2024-06,Frozen Foods,Frozen Chicken,29,INV98825
2023-09,Frozen Foods,Frozen Veggies,148,INV28177
2024-06,Beverages,Green Tea,146,INV45708
2023-04,Beverages,Orange Juice,69,INV26388
2023-06,Personal Care,Deodorant,50,INV38106
2024-04,Household,Toilet Paper,65,INV78920
2023-02,Bakery,Bagel,31,INV62809
2023-07,Bakery,Bagel,198,INV48171
2023-05,Personal Care,Body Lotion,82,INV72292
2024-05,Snacks,Potato Chips,102,INV17406
2023-02,Bakery,Bagel,191,INV44439
2023-05,Frozen Foods,Frozen Pizza,47,INV38367
2023-02,Dairy,Butter,63,INV44990
2024-06,Household,Laundry Detergent,106,INV91353
2024-01,Dairy,Butter,58,INV70902
2024-03,Dairy,Yogurt,17,INV44069
2024-03,Personal Care,Deodorant,113,INV15841
2024-02,Snacks,Trail Mix,25,INV54341
2023-01,Bakery,White Bread,142,INV66379
2023-04,Produce,Carrots,156,INV29332
2023-07,Frozen Foods,Ice Cream,29,INV50726
2023-07,Dairy,Cheddar Cheese,78,INV55129
2023-03,Beverages,Green Tea,124,INV19302
2023-04,Frozen Foods,Ice Cream,34,INV63797
2024-03,Personal Care,Deodorant,67,INV44259
2023-08,Household,Dish Soap,109,INV54370
2024-05,Beverages,Orange Juice,115,INV57732
2023-10,Dairy,Butter,26,INV19810
2024-06,Snacks,Granola Bar,165,INV68741
2023-08,Frozen Foods,Ice Cream,110,INV14347
2024-06,Bakery,Croissant,3,INV73436
2023-01,Bakery,Banana Bread,63,INV37186
2024-06,Beverages,Cola,186,INV64677
2023-05,Snacks,Popcorn,167,INV50585
2023-10,Beverages,Mineral Water,199,INV10916
2023-08,Household,Trash Bags,17,INV87953
2023-04,Dairy,Yogurt,28,INV10708
2023-08,Snacks,Potato Chips,90,INV68190
2023-06,Produce,Spinach,70,INV15616
2023-03,Dairy,Milk,41,INV75896
2023-06,Dairy,Yogurt,170,INV27513
2023-01,Snacks,Trail Mix,138,INV13926
2023-12,Personal Care,Body Lotion,29,INV48464
2024-05,Produce,Bananas,163,INV16918
2024-05,Frozen Foods,Frozen Veggies,90,INV87530
2023-01,Frozen Foods,Frozen Pizza,155,INV95662
2023-07,Bakery,Bagel,180,INV29028
2024-03,Dairy,Cheddar Cheese,101,INV52641
2023-07,Personal Care,Deodorant,165,INV60762
2024-03,Beverages,Green Tea,38,INV89607
2023-11,Snacks,Granola Bar,56,INV25813
2023-09,Bakery,Croissant,171,INV88183
2023-02,Bakery,Croissant,99,INV58638
2023-02,Bakery,Banana Bread,74,INV95528
2024-03,Frozen Foods,Frozen Chicken,121,INV97477
2024-05,Personal Care,Toothpaste,120,INV78413
2023-08,Dairy,Cheddar Cheese,199,INV40258
2024-02,Snacks,Potato Chips,188,INV13471
2024-02,Dairy,Butter,19,INV90080
2024-03,Personal Care,Shampoo,9,INV34976
2024-05,Bakery,White Bread,42,INV71265
2024-02,Beverages,Mineral Water,60,INV49610
2023-09,Household,Laundry Detergent,83,INV10289
2024-02,Produce,Bananas,32,INV27498
2023-12,Dairy,Milk,173,INV53998
2023-05,Household,Trash Bags,180,INV14519
2023-09,Produce,Spinach,136,INV34125
2023-07,Produce,Apples,31,INV29494
2024-05,Snacks,Granola Bar,53,INV44462
2023-11,Beverages,Mineral Water,30,INV80962
2024-02,Produce,Carrots,9,INV85354
2023-05,Produce,Spinach,115,INV93674
2024-02,Snacks,Trail Mix,122,INV34487
2023-05,Snacks,Granola Bar,28,INV27811
2024-01,Dairy,Butter,31,INV20809
2023-06,Beverages,Orange Juice,111,INV24837
2023-05,Household,Trash Bags,47,INV59259
2023-08,Bakery,Banana Bread,98,INV27036
2023-07,Snacks,Potato Chips,190,INV92522
2024-05,Household,Laundry Detergent,88,INV68729
2024-03,Bakery,Croissant,192,INV32277
2023-02,Frozen Foods,Frozen Pizza,57,INV29107
2023-10,Dairy,Yogurt,159,INV40604
2023-01,Produce,Carrots,40,INV12924
2024-04,Dairy,Butter,5,INV79613
2023-12,Beverages,Cola,116,INV60337
2023-09,Beverages,Mineral Water,36,INV43531
2023-06,Frozen Foods,Frozen Pizza,50,INV45030
2024-04,Bakery,Croissant,28,INV63065
2023-03,Personal Care,Toothpaste,114,INV85211
2024-05,Personal Care,Body Lotion,98,INV68971
2024-04,Bakery,White Bread,134,INV78990
2023-07,Frozen Foods,Ice Cream,37,INV14824
2023-09,Frozen Foods,Frozen Pizza,185,INV71569
2023-01,Personal Care,Toothpaste,107,INV17357
2023-09,Produce,Carrots,5,INV57844
2023-11,Household,Trash Bags,16,INV96932
2023-11,Produce,Carrots,30,INV93368
2023-03,Frozen Foods,Frozen Chicken,47,INV22509
2023-01,Beverages,Cola,69,INV17959
2023-10,Household,Toilet Paper,189,INV21977
2023-10,Personal Care,Body Lotion,199,INV21479
2024-01,Personal Care,Shampoo,135,INV24633
2024-05,Frozen Foods,Frozen Chicken,140,INV84713
2023-12,Produce,Carrots,60,INV47934
2023-11,Produce,Spinach,38,INV76977
2023-02,Frozen Foods,Frozen Veggies,79,INV52846
2023-06,Frozen Foods,Frozen Chicken,6,INV89947
2023-03,Dairy,Yogurt,176,INV70738
2024-05,Personal Care,Toothpaste,116,INV22632
2023-12,Dairy,Cheddar Cheese,179,INV72161
2024-05,Produce,Spinach,79,INV18275
2024-04,Produce,Carrots,144,INV85155
2023-05,Beverages,Orange Juice,72,INV66949
2023-12,Produce,Spinach,52,INV96341
2023-07,Frozen Foods,Frozen Chicken,98,INV67182
2023-12,Snacks,Potato Chips,57,INV50359
2024-02,Household,Trash Bags,7,INV98993
2023-05,Beverages,Cola,159,INV68271
2023-03,Snacks,Granola Bar,136,INV35554
2023-03,Bakery,Bagel,188,INV93109
2023-04,Personal Care,Shampoo,81,INV82280
2023-12,Beverages,Green Tea,112,INV35653
2024-05,Produce,Spinach,101,INV34646
2023-02,Bakery,Bagel,152,INV74030
2024-03,Dairy,Milk,55,INV18882
2023-09,Produce,Spinach,27,INV52862
2024-01,Household,Toilet Paper,132,INV92643
2023-11,Household,Dish Soap,49,INV90219
2024-01,Snacks,Potato Chips,27,INV72279
2023-08,Snacks,Trail Mix,125,INV41111
2023-05,Snacks,Granola Bar,48,INV27763
2023-06,Produce,Bananas,57,INV24138
2023-09,Produce,Bananas,71,INV93953
2023-09,Personal Care,Deodorant,25,INV62077
2023-05,Beverages,Orange Juice,189,INV51110
2024-05,Beverages,Mineral Water,124,INV23127
2023-08,Personal Care,Deodorant,162,INV15505
2024-03,Frozen Foods,Frozen Veggies,134,INV72574
2023-12,Bakery,White Bread,154,INV51757
2023-02,Dairy,Yogurt,169,INV95226
2023-06,Snacks,Granola Bar,50,INV19222
2023-06,Household,Dish Soap,41,INV96424
2023-12,Dairy,Cheddar Cheese,42,INV28089
2023-03,Bakery,Bagel,144,INV75528
2024-02,Bakery,White Bread,116,INV51972
2023-02,Snacks,Granola Bar,38,INV62502
2023-05,Bakery,Bagel,115,INV29750
2023-03,Frozen Foods,Frozen Pizza,98,INV93767
2023-05,Bakery,Bagel,84,INV43332
2023-01,Snacks,Potato Chips,111,INV38481
2023-02,Produce,Carrots,121,INV94918
2023-03,Bakery,White Bread,183,INV65198
2023-04,Produce,Carrots,175,INV76870
2023-10,Snacks,Trail Mix,56,INV97087
2023-05,Frozen Foods,Ice Cream,185,INV61021
2023-08,Produce,Carrots,108,INV66333
2023-03,Produce,Carrots,105,INV76128
2023-06,Dairy,Butter,6,INV31608
2023-09,Bakery,Croissant,69,INV76781
2024-02,Household,Trash Bags,118,INV42643
2023-01,Dairy,Cheddar Cheese,130,INV65468
2023-06,Frozen Foods,Ice Cream,43,INV22416
2024-05,Dairy,Cheddar Cheese,3,INV97951
2024-03,Produce,Carrots,199,INV80049
2024-06,Frozen Foods,Frozen Veggies,131,INV79682
2023-12,Beverages,Mineral Water,187,INV23400
2024-03,Bakery,Banana Bread,144,INV56331
2023-12,Personal Care,Shampoo,60,INV72946
2023-10,Beverages,Orange Juice,160,INV72275
2024-06,Produce,Carrots,39,INV46430
2023-02,Bakery,Banana Bread,197,INV24255
2024-06,Frozen Foods,Ice Cream,121,INV93282
2023-05,Snacks,Trail Mix,163,INV77887
2023-12,Snacks,Trail Mix,30,INV11221
2023-06,Snacks,Popcorn,60,INV33129
2023-12,Produce,Apples,200,INV72722
2024-02,Beverages,Orange Juice,59,INV62786
2024-04,Produce,Carrots,178,INV96388
2024-01,Household,Dish Soap,183,INV70540
2023-11,Beverages,Green Tea,12,INV58524
2023-10,Personal Care,Toothpaste,90,INV94954
2023-06,Personal Care,Deodorant,194,INV22113
2023-11,Snacks,Granola Bar,197,INV75924
2023-12,Snacks,Popcorn,195,INV23430
2023-06,Beverages,Cola,161,INV60643
2024-04,Beverages,Orange Juice,127,INV25845
2023-10,Dairy,Butter,43,INV21138
2023-09,Beverages,Orange Juice,92,INV99212
2024-03,Dairy,Butter,93,INV65097
2023-05,Frozen Foods,Frozen Veggies,18,INV19589
2023-08,Frozen Foods,Frozen Chicken,12,INV67985
2023-06,Snacks,Granola Bar,33,INV83460
2023-09,Personal Care,Toothpaste,77,INV73586
2024-03,Produce,Apples,196,INV79804
2023-03,Produce,Carrots,111,INV67331
2023-11,Snacks,Granola Bar,195,INV58006
2023-03,Dairy,Butter,175,INV69925
2023-04,Bakery,Croissant,27,INV72113
2023-09,Personal Care,Toothpaste,142,INV92024
2023-02,Snacks,Popcorn,24,INV97018
2024-03,Frozen Foods,Frozen Pizza,73,INV87481
2023-04,Produce,Spinach,80,INV83235
2024-04,Personal Care,Body Lotion,125,INV14292
2023-03,Dairy,Butter,89,INV78996
2023-10,Beverages,Green Tea,114,INV87035
2023-04,Household,Dish Soap,98,INV68964
2024-05,Dairy,Cheddar Cheese,74,INV14149
2023-04,Personal Care,Body Lotion,178,INV11696
2023-03,Household,Trash Bags,113,INV27385
2023-07,Bakery,Banana Bread,141,INV98636
2023-01,Produce,Carrots,148,INV44656
2024-06,Beverages,Green Tea,180,INV58649
2023-01,Snacks,Popcorn,39,INV87456
2024-06,Dairy,Milk,5,INV10643
2023-10,Household,Dish Soap,94,INV80354
2024-02,Snacks,Granola Bar,9,INV67909
2023-08,Frozen Foods,Frozen Chicken,8,INV48382
2024-05,Beverages,Mineral Water,119,INV98383
2024-02,Produce,Bananas,61,INV25984
2023-12,Beverages,Orange Juice,98,INV12243
2024-03,Dairy,Milk,14,INV87586
2023-07,Produce,Carrots,197,INV74302
2023-02,Dairy,Butter,165,INV95827
2023-01,Household,Toilet Paper,89,INV40416
2024-05,Produce,Spinach,189,INV53333
2023-07,Beverages,Orange Juice,130,INV99042
2023-03,Snacks,Granola Bar,76,INV47377
2023-02,Produce,Bananas,38,INV83825
2023-07,Dairy,Yogurt,36,INV98479
2023-04,Bakery,Banana Bread,94,INV47317
2023-07,Bakery,Banana Bread,115,INV51676
2023-07,Beverages,Orange Juice,90,INV75399
2023-03,Dairy,Milk,46,INV40501
2024-02,Personal Care,Body Lotion,151,INV30859
2024-02,Beverages,Cola,88,INV72391
2024-05,Beverages,Cola,19,INV35165
2023-06,Personal Care,Deodorant,118,INV80814
2023-06,Frozen Foods,Ice Cream,86,INV23004
2023-08,Personal Care,Deodorant,99,INV49320
2023-03,Beverages,Mineral Water,137,INV88711
2023-09,Personal Care,Body Lotion,175,INV92784
2023-06,Dairy,Butter,54,INV36740
2024-05,Snacks,Potato Chips,6,INV21269
2023-11,Produce,Bananas,21,INV46288
2023-09,Personal Care,Toothpaste,193,INV32667
2023-08,Frozen Foods,Frozen Veggies,3,INV71288
2023-02,Frozen Foods,Frozen Chicken,177,INV82501
2023-11,Personal Care,Shampoo,50,INV43379
2023-07,Produce,Carrots,120,INV53198
2023-07,Dairy,Butter,142,INV89579
2024-06,Household,Toilet Paper,52,INV67844
2023-07,Personal Care,Toothpaste,186,INV59442
2024-02,Dairy,Cheddar Cheese,171,INV41475
2023-07,Produce,Carrots,25,INV25040
2023-11,Frozen Foods,Frozen Chicken,102,INV41173
2024-05,Personal Care,Body Lotion,40,INV40386
2024-05,Household,Laundry Detergent,41,INV90380
2023-12,Produce,Apples,123,INV63184
2023-07,Bakery,Bagel,55,INV34535
2023-11,Bakery,White Bread,99,INV73199
2023-05,Produce,Spinach,117,INV40062
2023-02,Dairy,Milk,180,INV67254
2023-12,Personal Care,Deodorant,47,INV72253
2024-05,Frozen Foods,Frozen Chicken,137,INV59847
2023-05,Bakery,Bagel,15,INV59461
2023-03,Dairy,Yogurt,167,INV39861
2024-04,Dairy,Butter,134,INV89859
2024-04,Dairy,Milk,60,INV18285
2023-09,Bakery,White Bread,8,INV35158
2024-01,Household,Laundry Detergent,23,INV59082
2023-04,Frozen Foods,Ice Cream,179,INV45067
2023-02,Personal Care,Toothpaste,57,INV50507
2023-11,Bakery,Bagel,58,INV25069
2023-02,Frozen Foods,Frozen Veggies,36,INV50550
2023-08,Dairy,Yogurt,6,INV13395
2024-06,Frozen Foods,Frozen Chicken,170,INV46696
2023-12,Beverages,Orange Juice,185,INV14371
2023-02,Bakery,Bagel,87,INV49689
2023-10,Snacks,Granola Bar,167,INV75123
2024-02,Personal Care,Shampoo,73,INV63322
2024-02,Household,Dish Soap,132,INV87566
2023-07,Beverages,Orange Juice,112,INV80528
2024-01,Household,Dish Soap,10,INV75762
2024-04,Household,Dish Soap,51,INV16684
2023-09,Dairy,Milk,133,INV20564
2023-01,Dairy,Butter,136,INV85839
2024-03,Snacks,Trail Mix,50,INV84332
2024-04,Bakery,Croissant,30,INV13016
2023-02,Frozen Foods,Ice Cream,174,INV45082
2023-05,Frozen Foods,Frozen Chicken,141,INV48408
2024-06,Produce,Carrots,199,INV63594
2023-02,Dairy,Milk,27,INV34180
2024-02,Bakery,Croissant,88,INV44535
2023-05,Beverages,Mineral Water,136,INV39608
2023-02,Snacks,Potato Chips,71,INV75746
2024-03,Bakery,Banana Bread,131,INV51038
2023-04,Bakery,Bagel,92,INV89981
2024-01,Personal Care,Body Lotion,40,INV14534
2024-03,Personal Care,Toothpaste,35,INV56725
2024-05,Produce,Spinach,1,INV18945
2024-01,Bakery,Banana Bread,35,INV86910
2023-11,Snacks,Popcorn,183,INV24640
2023-08,Bakery,Croissant,2,INV83936
2023-01,Bakery,Bagel,43,INV44716
2024-02,Household,Trash Bags,32,INV20916
2023-09,Dairy,Yogurt,40,INV53981
2023-04,Dairy,Yogurt,22,INV40728
2023-11,Dairy,Milk,193,INV13171
2023-10,Bakery,Bagel,117,INV56093
2023-05,Frozen Foods,Frozen Chicken,176,INV20772
2024-01,Bakery,White Bread,111,INV48114
2023-06,Frozen Foods,Frozen Chicken,136,INV47844
2023-04,Produce,Bananas,133,INV95392
2023-06,Personal Care,Body Lotion,7,INV65241
2023-08,Household,Laundry Detergent,16,INV97205
2023-01,Produce,Bananas,138,INV31929
2024-04,Dairy,Butter,43,INV17068
2023-10,Snacks,Granola Bar,109,INV82719
2024-04,Frozen Foods,Frozen Pizza,42,INV93832
2023-09,Frozen Foods,Frozen Chicken,104,INV45847
2023-10,Bakery,Croissant,13,INV69221
2023-10,Beverages,Orange Juice,54,INV97214
2023-03,Bakery,Croissant,40,INV87498
2023-07,Snacks,Potato Chips,177,INV30405
2023-08,Dairy,Butter,50,INV56913
2023-01,Beverages,Cola,15,INV91806
2023-09,Dairy,Yogurt,87,INV18546
2023-04,Frozen Foods,Ice Cream,138,INV30181
2023-09,Household,Dish Soap,159,INV52604
2024-01,Frozen Foods,Frozen Chicken,45,INV36300
2023-12,Frozen Foods,Frozen Chicken,117,INV48846
2023-09,Produce,Carrots,37,INV38172
2023-12,Dairy,Cheddar Cheese,93,INV85122
2023-01,Bakery,Bagel,181,INV92160
2023-05,Bakery,White Bread,115,INV97863
2023-02,Snacks,Granola Bar,146,INV74221
2023-02,Bakery,White Bread,132,INV60080
2023-09,Personal Care,Toothpaste,121,INV90627
2023-11,Personal Care,Toothpaste,73,INV52268
2023-10,Dairy,Milk,35,INV21297
2023-09,Household,Laundry Detergent,47,INV43138
2023-02,Bakery,Croissant,44,INV64472
2023-08,Household,Trash Bags,81,INV73800
2024-04,Produce,Spinach,11,INV89658
2023-11,Frozen Foods,Frozen Veggies,100,INV37923
2023-11,Frozen Foods,Ice Cream,71,INV65925
2023-09,Produce,Carrots,194,INV65436
2024-03,Snacks,Popcorn,81,INV71228
2023-01,Produce,Spinach,122,INV15321
2023-03,Personal Care,Shampoo,197,INV63361
2023-12,Household,Laundry Detergent,43,INV14543
2024-01,Bakery,White Bread,13,INV20207
2023-04,Personal Care,Toothpaste,127,INV56074
2023-10,Bakery,Bagel,8,INV82411
2023-02,Beverages,Cola,84,INV44218
2024-01,Household,Laundry Detergent,185,INV28781
2023-05,Beverages,Mineral Water,151,INV92599
2023-08,Household,Laundry Detergent,25,INV83565
2023-10,Frozen Foods,Frozen Pizza,125,INV54623
2023-12,Snacks,Popcorn,71,INV60132
2023-10,Produce,Spinach,14,INV78321
2023-09,Beverages,Green Tea,55,INV63555
2023-11,Produce,Apples,19,INV94690
2023-04,Produce,Apples,151,INV35751
2023-07,Personal Care,Deodorant,59,INV61058
2024-03,Dairy,Milk,85,INV41933
2023-03,Frozen Foods,Frozen Veggies,66,INV47807
2023-06,Household,Toilet Paper,189,INV19358
2023-07,Snacks,Potato Chips,32,INV51413
2023-03,Beverages,Mineral Water,31,INV24785
2023-07,Frozen Foods,Frozen Chicken,18,INV44100
2024-02,Snacks,Potato Chips,144,INV21223
2023-12,Frozen Foods,Frozen Pizza,86,INV51674
2023-02,Snacks,Trail Mix,196,INV38923
2023-03,Produce,Apples,197,INV82892
2023-03,Snacks,Potato Chips,68,INV21157
2024-01,Personal Care,Toothpaste,189,INV34072
2023-03,Personal Care,Deodorant,160,INV37131
2024-03,Household,Dish Soap,84,INV11858
2023-12,Produce,Spinach,154,INV28337
2023-01,Bakery,Bagel,142,INV24417
2024-05,Beverages,Orange Juice,139,INV64500
2023-12,Frozen Foods,Frozen Pizza,38,INV85497
2023-10,Dairy,Milk,171,INV41250
2023-12,Beverages,Cola,54,INV57849
2023-05,Dairy,Cheddar Cheese,2,INV65260
2023-08,Personal Care,Body Lotion,136,INV54579
2023-11,Bakery,White Bread,50,INV27555
2023-01,Snacks,Granola Bar,97,INV13689
2024-01,Snacks,Potato Chips,70,INV92509
2023-07,Produce,Apples,151,INV36145
2023-12,Snacks,Popcorn,64,INV99791
2023-10,Household,Trash Bags,43,INV65655
2024-06,Produce,Bananas,180,INV96787
2024-05,Snacks,Granola Bar,193,INV48311
2023-10,Beverages,Cola,6,INV32796
2023-01,Snacks,Granola Bar,85,INV46436
2023-12,Bakery,Banana Bread,20,INV75139
2023-10,Snacks,Potato Chips,62,INV80089
2023-05,Household,Dish Soap,87,INV88828
2023-09,Dairy,Yogurt,70,INV86425
2023-07,Produce,Carrots,162,INV52382
2023-09,Beverages,Cola,127,INV76683
2023-10,Snacks,Popcorn,163,INV90857
2024-02,Personal Care,Deodorant,18,INV23836
2023-07,Bakery,Croissant,62,INV86661
2023-08,Produce,Apples,144,INV94679
2023-08,Bakery,Croissant,48,INV85460
2023-10,Snacks,Granola Bar,59,INV33257
2024-02,Frozen Foods,Ice Cream,64,INV53236
2023-12,Produce,Carrots,97,INV51904
2023-12,Frozen Foods,Frozen Veggies,180,INV26537
2024-06,Produce,Spinach,90,INV13981
2024-06,Household,Toilet Paper,178,INV20558
2023-08,Snacks,Popcorn,70,INV90319
2024-06,Beverages,Green Tea,55,INV64532
2023-08,Bakery,Banana Bread,97,INV32726
2024-03,Produce,Spinach,165,INV77947
2024-01,Household,Trash Bags,97,INV51455
2023-04,Produce,Spinach,184,INV16986
2024-04,Dairy,Cheddar Cheese,165,INV61043
2023-09,Bakery,Bagel,120,INV94491
2024-05,Bakery,Banana Bread,93,INV88251
2023-08,Household,Trash Bags,54,INV34742
2023-10,Produce,Spinach,172,INV33329
2024-01,Dairy,Butter,168,INV35015
2024-01,Produce,Apples,69,INV52401
2024-02,Personal Care,Shampoo,187,INV14041
2024-05,Dairy,Butter,83,INV43292
2024-03,Frozen Foods,Frozen Pizza,177,INV90778
2023-10,Household,Trash Bags,24,INV43858
2023-03,Snacks,Trail Mix,9,INV48326
2024-03,Snacks,Potato Chips,56,INV84730
2023-09,Snacks,Popcorn,154,INV50047
2023-05,Bakery,Banana Bread,191,INV19281
2024-06,Dairy,Yogurt,43,INV90468
2023-03,Personal Care,Body Lotion,82,INV65683
2023-07,Produce,Apples,179,INV65593
2023-06,Beverages,Green Tea,89,INV15401
2023-02,Household,Trash Bags,117,INV37519
